负责人	学校名称	世界排名	学院	专业名称	学制	总学费（当地货币）	申请起止日	语言要求	是否需要GRE	是否有面试	是否要作品集/writing sample/essay
	爱丁堡	34 计算机23 数据科学24	信息学院29	高新能计算与数据科学硕士 MSc High Performance Computing with Data Science	1年	39200	12.15 3.31 5.31	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	市场营销硕士 MSc Marketing	1年	33200	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	工商管理硕士 MBA Business Administration	1年	33200	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	银行创新与风险分析硕士 MSc in Banking Innovation and Risk Analytics	1年	37800	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	气候变化金融与投资硕士 MSc Climate Change Finance and Investment	1年	32000	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	加分项	无明确要求	无明确要求
	爱丁堡	34	商学院30	创业与创新硕士 MSc Entrepreneurship and Innovation	1年	27100	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	金融、技术和政策硕士 MSc Finance, Technology and Policy	1年	43900	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	人力资源管理硕士 MSc Human Resource Management	1年	33200	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	商业分析硕士 MSc in Business Analytics	1年	34800	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	全球战略与可持续发展硕士 MSc in Global Strategy and Sustainability	1年	32000	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	国际人力资源管理硕士 MSc International Human Resource Management	1年	33200	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	管理学硕士 MSc Management	1年	34800	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	会计与财务管理硕士 MSc Accounting and Financial Management	1年	36310	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	金融与投资硕士 MSc Finance and Investment	1年	36310	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	商学院30	商业人工智能硕士 MSc AI for Business	1年	32000	10.15 12.10 2.11 4.22 6.10	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	数字设计与制造硕士 MSc Digital Design and Manufacture	1年	39200	8.30.	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	高级化学工程硕士 MSc Advanced Chemical Engineering	1年	39200	8.30.	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	高级电力工程硕士 MSc Advanced Power Engineering	2年	29270	8.30.	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	电力工程硕士 MSc Electrical Power Engineering	1年	39200	12.15 3.31 5.31	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	电子学硕士 MSc Electronics	1年	39200	12.15 3.31 5.31	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	传感器和成像系统硕士 MSc Sensor and Imaging Systems	1年	33210	12.15 3.31 5.31	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	信号处理和通信硕士 MSc Signal Processing and Communications	1年	39200	12.15 3.31 5.31	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	可持续能源系统理学硕士 MSc Sustainable Energy Systems	1年	39200	12.15 3.31 5.31	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	工程学院31	消防工程科学硕士 MSc Fire Engineering Science	1年	39200	8.31	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	比较教育与国际发展（CEID）硕士 MSc Comparative Education and International Development (CEID)	1年	32000	7.30.	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	教育学硕士 MSc Education	1年	32000	7.30.	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	语言和跨文化交流硕士 MSc Language and Intercultural Communication	1年	32000	7.30.	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	语言教育硕士 MSc Language Education	1年	32000	7.30.	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	运动与表现心理学硕士 MSc Sport and Performance Psychology	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	体育活动促进健康硕士 MSc Physical Activity for Health	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	体育政策、管理和国际发展硕士 MSc Sport Policy, Management and International Development	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	力量与训练理学硕士 MSc Strength and Conditioning	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	对外英语教学硕士 MSc Teaching English to Speakers of Other Languages (TESOL)	1年	32000	7.30.	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	舞蹈科学与教育硕士 MSc Dance Science and Education	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	全纳教育硕士 MSc Inclusive Education	1年	32000	7.30.	7/6.5 6 100/W23 20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	Moray House教育与体育学院815	户外与环境教育硕士 MSc Outdoor and Environmental Education	15个月	37800	7.30.	7/6.5 6 100/W23 20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	化学学院 817	分析化学硕士 MSc Analytical Chemistry	1年	42310	8.30.	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	化学学院 817	材料化学硕士 MSc Materials Chemistry	1年	42310	8.30.	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	化学学院 817	医学和生物化学硕士 MSc Medicinal and Biological Chemistry	1年	42310	8.30.	6.5/6 92/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	古代历史硕士 MSc Ancient History	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	考古学硕士 MSc Archaeology	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	古典艺术和考古学硕士 MSc Classical Art and Archaeology	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	古典学硕士 MSc Classics	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	当代史硕士 MSc Contemporary History	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	历史学硕士 MSc History	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	人类骨考古学硕士 MSc Human Osteoarchaeology	1年	33200	-1.9 1.10-4.6 4.7-无明确截止日期	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	思想史硕士 MSc Intellectual History	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	历史、古典和考古学院 818	中世纪历史硕士 MSc Medieval History	1年	32000	7.30.	7/6 100/L20	无明确要求	无明确要求	无明确要求
	爱丁堡	34	819 哲学、心理学和语言科学学院	发展科学硕士 MSc Developmental Science	1年	33200	R1:11.13 R2:11.14-次2.26 R3:2.27-4.30	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	819 哲学、心理学和语言科学学院	应用语言学硕士 MSc Applied Linguistics	1年	33200	R1:11.27 R2:11.28-次2.26 R3:2.27-4.2 R4:4.3-4.30	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	819 哲学、心理学和语言科学学院	发展语言学硕士 MSc Developmental Linguistics	1年	33200	R1:11.27 R2:11.28-次1.29 R3:1.30-4.2 R4:4.2-4.30	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	819 哲学、心理学和语言科学学院	英语语言硕士 MSc English Language	1年	33200	R1:11.27 R2:11.28-次1.29 R3:1.30-次4.2	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
	爱丁堡	34	819 哲学、心理学和语言科学学院	语言和认知的演变硕士 MSc Evolution of Language and Cognition	1年	33200	R1:11.27 R2:11.28-次1.29 R3:1.30-4.2 R4:4.2-4.30	7/6.5 100/L23	无明确要求	无明确要求	无明确要求
